name,brand,cpu_name,cpu_brand,cpu_core_num,cpu_thread_num,gpu,Intel_gpu,AMD_gpu,NVIDIA_gpu,weight,battery,monitor_size,monitor_resolution_x,monitor_resolution_y,monitor_panel,monitor_display,monitor_torch_screen,monitor_blue_light_filter,monitor_LED_backlit,monitor_anti_glare,monitor_sRGB,monitor_refresh_rate,connection_type_c,connection_usb_a,connection_thunderbolt,ram_capacity,ram_type,ram_speed,HDD_capacity,SSD_capacity,price
MacBook Pro 13 (Apple M2) (MNEH3SA/A),Apple,Apple M2,Apple,8.0,,Apple GPU,0.0,0.0,0.0,1.4,58.2,13.3,2560.0,1600.0,Retina,Glossy,0,0,0,0,100.0,,2.0,0.0,1,8.0,,,0.0,256.0,34990000.0
Dell XPS 15 9510,Dell,Intel Core i7 11800H,Intel,8.0,16.0,"Intel UHD Graphics, Nvidia Geforce RTX3050Ti",1.0,0.0,0.0,2.04,86.0,15.6,1920.0,1200.0,IPS,Matte,0,0,0,0,100.0,60.0,3.0,0.0,1,16.0,DDR4,3200.0,0.0,512.0,34990000.0
MacBook Pro 13 (Apple M2) (MNEP3SA/A),Apple,Apple M2,Apple,8.0,,Apple GPU,0.0,0.0,0.0,1.4,58.2,13.3,2560.0,1600.0,Retina,Glossy,0,0,0,0,100.0,,2.0,0.0,1,8.0,,,0.0,256.0,34990000.0
Razer Blade 15 Advanced,Razer,Intel Core i7 8750H,Intel,6.0,12.0,"Intel UHD 630, Nvidia Geforce GTX1070",1.0,0.0,0.0,2.19,80.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,95.0,144.0,1.0,3.0,1,16.0,DDR4,2666.0,0.0,512.0,34990000.0
MSI Stealth 15M A11 (060VN),MSI,Intel Core i7 1185G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.69,52.0,15.6,1920.0,1080.0,IPS,Matte,1,0,0,0,64.0,144.0,2.0,2.0,1,16.0,DDR4,3200.0,0.0,512.0,34990000.0
ASUS ROG Zephyrus G15 GA503 (GA503QC-HN074T),Asus,AMD Ryzen 9 5900HS,AMD,8.0,16.0,"Radeon™ Graphics, GeForce RTX 3050",0.0,1.0,1.0,1.9,90.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,,144.0,2.0,2.0,0,16.0,DDR4,3200.0,0.0,512.0,34990000.0
Acer Predator Helios 300,Acer,Intel Core i7-12700H,Intel,14.0,20.0,NVIDIA GeForce RTX 3060 6GB GDDR6,0.0,0.0,1.0,2.4,90.0,15.6,2560.0,1440.0,IPS,,0,0,0,1,,165.0,1.0,3.0,1,16.0,DDR5,4800.0,0.0,512.0,34990000.0
Dell Inspiron 14 5420,Dell,Intel Core i7-1255U,Intel,10.0,12.0,Intel® Iris® Xe Graphics,1.0,0.0,0.0,1.54,54.0,14.0,1920.0,1200.0,WVA,,0,0,0,0,,60.0,1.0,2.0,1,16.0,DDR4,3200.0,0.0,512.0,34990000.0
ThinkPad T14s Gen 2 AMD (Chính hãng) (20XF006CVA),Lenovo,AMD Ryzen 5 PRO 5650U,AMD,6.0,12.0,AMD Radeon Graphics,0.0,1.0,0.0,1.36,65.0,14.0,1920.0,1080.0,IPS,,0,0,0,1,,,2.0,2.0,0,16.0,,4266.0,0.0,512.0,35990000.0
Lenovo Legion 5 Intel 2021 (Chính hãng) (82JK007SVN),Lenovo,Intel Core i7-11800H,Intel,8.0,16.0,"Intel® Core™ UHD, GeForce RTX 3050 Ti",1.0,0.0,1.0,2.4,60.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,100.0,165.0,1.0,3.0,1,8.0,,3200.0,0.0,512.0,35990000.0
LG Gram 16 2022 (No OS) (16ZD90Q-G.AX55A5),LG,Intel Core i5-1240P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.285,90.0,16.0,2560.0,1600.0,IPS,,0,0,0,1,,,2.0,2.0,1,16.0,DDR5,5200.0,0.0,512.0,35990000.0
Lenovo Yoga Slim 7 Carbon (82L0005AVN),Lenovo,AMD Ryzen 7 5800U,AMD,8.0,16.0,Radeon Graphics,0.0,1.0,0.0,1.1,61.0,14.0,2880.0,1800.0,OLED,,0,0,0,0,100.0,90.0,3.0,0.0,0,16.0,LPDDR4x,4266.0,0.0,1024.0,35990000.0
Lenovo Legion S7 AMD (Chính hãng) (82K800DPVN),Lenovo,AMD Ryzen 7 5800H,AMD,8.0,16.0,"Radeon Graphics, GeForce RTX 3060",0.0,1.0,1.0,1.9,71.0,15.6,2560.0,1440.0,IPS,,0,0,0,0,100.0,165.0,2.0,2.0,0,16.0,DDR4,3200.0,0.0,1024.0,36890000.0
Dell Alienware x15 R1 GAMING,Dell,Intel Core i7-11800H,Intel,8.0,16.0,NVIDIA GeForce RTX 3070,0.0,0.0,1.0,2.36,87.0,15.6,1920.0,1080.0,,,0,0,0,0,,360.0,1.0,1.0,0,16.0,DDR4,3200.0,0.0,512.0,36990000.0
Lenovo ThinkPad P1 Gen 3,Lenovo,Intel Core i7 10850H,Intel,6.0,12.0,"Intel UHD 630, Nvidia Quadro P1000",1.0,0.0,0.0,1.7,80.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,90.0,60.0,2.0,2.0,1,16.0,DDR4,2933.0,0.0,512.0,36990000.0
Lenovo Legion 5 Pro 2022,Lenovo,Intel Core i7-12700H,Intel,14.0,20.0,NVIDIA GeForce RTX 3060,0.0,0.0,1.0,2.49,80.0,16.0,2560.0,1600.0,IPS,,0,0,0,0,100.0,165.0,2.0,3.0,1,16.0,DDR5,4800.0,0.0,1024.0,36990000.0
LG Gram 16 2022 (16Z90Q-G.AH52A5),LG,Intel Core i5-1240P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.199,80.0,16.0,2560.0,1600.0,IPS,,0,0,0,1,,,2.0,2.0,0,16.0,DDR5,5200.0,0.0,256.0,37890000.0
Dell XPS 13 9310 2-in-1,Dell,Intel Core i7 1165G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.3,51.0,13.0,1920.0,1200.0,IPS,Glossy,1,0,0,0,100.0,60.0,2.0,0.0,1,16.0,,4266.0,0.0,256.0,37990000.0
Lenovo Legion 5 AMD 2021 (Chính hãng) (82JU00MMVN),Lenovo,AMD Ryzen 5 5600H,AMD,6.0,12.0,"Radeon Graphics, GeForce RTX 3060",0.0,1.0,1.0,2.4,80.0,15.6,,,IPS,,0,0,0,0,100.0,165.0,2.0,4.0,0,16.0,DDR4,3200.0,1.0,512.0,37990000.0
Dell XPS 13 Plus 9320,Dell,Intel Core i5 1240P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.26,55.0,13.4,1920.0,1200.0,IPS,,1,0,0,0,100.0,60.0,3.0,0.0,1,8.0,LPDDR5,5200.0,0.0,512.0,37990000.0
MSI Pulse GL66 (255VN),MSI,Intel Core i7 11800H,Intel,8.0,16.0,Intel UHD,1.0,0.0,0.0,2.25,54.0,15.6,1920.0,1080.0,IPS,Matte,1,0,0,0,,144.0,1.0,3.0,0,16.0,DDR4,3200.0,0.0,512.0,37990000.0
Dell Gaming G7 7500 (Chính hãng) (G7500B),Dell,Intel Core i7 10750H,Intel,6.0,12.0,Intel UHD 630,1.0,0.0,0.0,2.56,86.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,95.0,144.0,1.0,3.0,1,8.0,DDR4,2933.0,0.0,512.0,37990000.0
Asus Vivobook Pro 14X OLED (N7401ZE-M9028W),Asus,Intel Core i7 12700H,Intel,14.0,20.0,NVIDIA GeForce RTX 3050 Ti,0.0,0.0,1.0,1.68,70.0,14.5,2880.0,1800.0,OLED,,0,0,0,0,,120.0,1.0,1.0,1,16.0,LPDDR5,4800.0,0.0,512.0,37990000.0
Dell Precision 7540,Dell,Intel Core i7 9850H,Intel,6.0,12.0,Intel UHD 630,1.0,0.0,0.0,2.52,72.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,98.0,60.0,2.0,2.0,1,8.0,DDR4,2666.0,0.0,256.0,38490000.0
ASUS ROG Strix G17 (G713) (G713QM-HX083T),Asus,AMD Ryzen 7 5800H,AMD,8.0,16.0,AMD Radeon Graphics,0.0,1.0,0.0,2.7,90.0,17.3,1920.0,1080.0,IPS,Matte,1,0,0,0,,144.0,1.0,3.0,0,16.0,DDR4,3200.0,0.0,1024.0,38990000.0
Samsung Galaxy Book2 Pro 360,Samsung,Intel Core i5-1240P,Intel,,,Iris X Graphic,0.0,0.0,0.0,,63.0,13.3,,,,,0,0,0,0,100.0,,2.0,0.0,1,16.0,,,0.0,256.0,39000000.0
Samsung Galaxy Book2 Pro,Samsung,Intel Core i5-1240P,Intel,12.0,16.0,Intel® Iris® Xe Graphics,1.0,0.0,0.0,0.87,63.0,13.3,1920.0,1080.0,,,1,0,0,0,100.0,60.0,1.0,1.0,1,8.0,LPDDDR5,,0.0,256.0,39000000.0
LG Gram 17'' 2021 (17Z90P-G.AH78A5),LG,Intel Core i7 1165G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.35,80.0,17.0,2560.0,1600.0,IPS,Glossy,0,0,0,0,,60.0,2.0,2.0,1,16.0,,4266.0,0.0,1024.0,39490000.0
ASUS ROG Flow X13 (GV301QC-K6052T),Asus,AMD Ryzen 9 5900HS,AMD,8.0,16.0,"AMD Radeon Graphics, Nvidia RTX 3050",0.0,1.0,0.0,,62.0,13.4,1920.0,1080.0,IPS,Glossy,1,0,0,0,100.0,120.0,2.0,1.0,0,16.0,,4266.0,0.0,512.0,39990000.0
MacBook Pro 13 (Apple M2) (MNEJ3SA/A),Apple,Apple M2,Apple,8.0,,Apple GPU,0.0,0.0,0.0,1.4,58.2,13.3,2560.0,1600.0,Retina,Glossy,0,0,0,0,100.0,,2.0,0.0,1,8.0,,,0.0,512.0,39990000.0
Lenovo ThinkPad X1 Nano Gen 2,Lenovo,Intel Core i7-1260P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,0.97,49.6,13.0,2160.0,1350.0,IPS,,0,0,0,0,100.0,60.0,2.0,0.0,1,16.0,DDR5,5200.0,0.0,1024.0,39990000.0
GIGABYTE AORUS 15P Gaming Laptop (KD-2S1223GO),GIGABYTE,Intel Core i7 11800H,Intel,8.0,16.0,"Intel Iris XE, NVIDIA GeForce RTX 3060",1.0,0.0,1.0,2.2,99.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,,240.0,3.0,3.0,1,16.0,,3200.0,0.0,512.0,39990000.0
Acer Predator Helios 300 2021 (PH315-54-75YD),Acer,Intel Core i7 11800H,Intel,8.0,16.0,"Intel® Core™ UHD, GeForce® RTX 3060",1.0,0.0,1.0,2.3,59.0,15.6,2560.0,1440.0,IPS,,0,0,0,0,100.0,165.0,2.0,2.0,1,16.0,,3200.0,0.0,512.0,39990000.0
Apple Macbook Pro 13 (Chính hãng - Apple M1 - Late 2020),Apple,Apple Apple M1,Apple,8.0,8.0,Apple GPU,0.0,0.0,0.0,1.4,58.0,13.0,2560.0,1600.0,Retina,Glossy,0,0,0,0,100.0,60.0,2.0,0.0,1,16.0,,0.0,0.0,256.0,39990000.0
ASUS ZenBook Duo 14 UX482 (UX482EA-KA111T),Asus,Intel Core i7 1165G7,Intel,4.0,8.0,Intel Iris XE,1.0,0.0,0.0,,70.0,14.0,1920.0,1080.0,IPS,Glossy,1,0,0,0,100.0,60.0,2.0,1.0,0,16.0,,4266.0,0.0,1024.0,39990000.0
ASUS Zenbook S13 OLED,Asus,AMD Ryzen 7 6800U,AMD,8.0,16.0,Radeon 680M,0.0,1.0,0.0,0.99,67.0,13.0,2880.0,1800.0,OLED,,1,0,0,0,100.0,60.0,3.0,1.0,0,16.0,,4800.0,0.0,1024.0,39990000.0
MacBook Pro 13 (Apple M2) (MNEQ3SA/A),Apple,Apple M2,Apple,8.0,,Apple GPU,0.0,0.0,0.0,1.4,58.2,13.3,2560.0,1600.0,Retina,Glossy,0,0,0,0,100.0,,2.0,0.0,1,8.0,,,0.0,512.0,39990000.0
MSI Summit E13 Flip Evo (211VN),MSI,Intel Core i7 1186G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,,70.0,13.3,1920.0,1080.0,IPS,,1,0,0,0,100.0,60.0,3.0,1.0,0,16.0,,4266.0,0.0,1024.0,39990000.0
GIGABYTE AORUS 15P Gaming Laptop (XD-73S1324GH),GIGABYTE,Intel Core i7 11800H,Intel,8.0,16.0,"Intel UHD Tiger Lake, NVIDIA RTX 3070 8G",1.0,0.0,1.0,2.2,99.0,15.6,1920.0,1080.0,IPS,Matte,1,0,0,0,,240.0,1.0,3.0,1,16.0,DDR4,3200.0,0.0,1024.0,39990000.0
Acer Nitro 5 15'' 2021 (AMD) (AN515-45-R9SC),Acer,AMD Ryzen 7 5800H,AMD,8.0,16.0,"AMD Radeon Graphics, Nvidia GTX 3070",0.0,1.0,0.0,2.2,57.0,15.6,1920.0,1080.0,IPS,Matte,0,0,0,0,,144.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,39990000.0
Asus ZenBook Flip S UX371 (UX371EA-HL701TS),Asus,Intel Core i7 1165G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.2,67.0,13.0,3840.0,2160.0,OLED,Glossy,1,0,0,0,100.0,60.0,2.0,1.0,1,16.0,LPDDR4x,4266.0,0.0,1024.0,39990000.0
Lenovo ThinkPad P15 Gen 2,Lenovo,Intel Core i7 11850H,Intel,8.0,16.0,NVIDIA®RTX™ A2000,0.0,0.0,1.0,2.87,94.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,,,2.0,2.0,0,32.0,DDR4,3200.0,0.0,512.0,39990000.0
HP Spectre 13 X360 (Intel Gen 11),HP,Intel Core i7 1165G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.28,60.0,13.3,3840.0,2160.0,OLED,Glossy,0,0,0,0,,60.0,2.0,1.0,1,16.0,,4266.0,0.0,512.0,40990000.0
LG Gram 17 2022 (No OS) (17ZD90Q-G.AX52A5),LG,Intel Core i5-1240P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.35,80.0,17.0,2560.0,1600.0,IPS,,0,0,0,1,,,2.0,2.0,1,16.0,DDR5,5200.0,0.0,256.0,40990000.0
LG Gram 16 2022 (No OS) (16ZD90Q-G.AX72A5),LG,Intel Core i7-1260P,Intel,12.0,14.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.199,80.0,16.0,2560.0,1600.0,IPS,,0,0,0,1,,,2.0,2.0,1,16.0,DDR5,5200.0,0.0,256.0,40990000.0
Asus Zenbook Flip S UX371 OLED (UX371EA-HL494TS),Asus,Intel Core i7-1165G7,Intel,4.0,8.0,Intel® Iris® Xᵉ Graphics,1.0,0.0,0.0,1.218,67.0,13.3,,,OLED,,1,0,0,0,100.0,60.0,2.0,1.0,1,16.0,LPDDR4x,4267.0,0.0,1024.0,41990000.0
ASUS ROG Strix G17 (G713) (G713QM-K4113T),Asus,AMD Ryzen 7 5800H,AMD,8.0,16.0,AMD Radeon Graphics,0.0,1.0,0.0,2.7,90.0,17.3,1920.0,1080.0,IPS,Matte,1,0,0,0,,300.0,1.0,3.0,0,16.0,DDR4,3200.0,0.0,512.0,41990000.0
ASUS ROG Flow X13 (GV301RC-LJ050W),Asus,AMD Ryzen 7 6800HS,AMD,8.0,16.0,"AMD Radeon Graphics, Nvidia RTX 3050 4GB",0.0,1.0,0.0,,62.0,13.4,1920.0,1080.0,IPS,Glossy,1,0,0,0,100.0,120.0,2.0,1.0,0,16.0,,4266.0,0.0,512.0,41990000.0
Dell Gaming G7 7500 (Chính hãng) (G7500A),Dell,Intel Core i7 10750H,Intel,6.0,12.0,Intel UHD 630,1.0,0.0,0.0,2.56,86.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,95.0,144.0,1.0,3.0,1,16.0,DDR4,2933.0,0.0,512.0,41990000.0
Lenovo Legion 5 Pro 16ACH6H GAMING,Lenovo,AMD Ryzen 7 5800H,AMD,8.0,16.0,NVIDIA GeForce RTX 3070 8GB GDDR6,0.0,0.0,1.0,2.45,80.0,16.0,2560.0,1600.0,IPS,,0,0,0,1,100.0,165.0,4.0,2.0,0,32.0,DDR4,3200.0,0.0,2048.0,41990000.0
LG Gram 16 2022 (16Z90Q-G.AH54A5),LG,Intel Core i5-1240P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.199,80.0,16.0,2560.0,1600.0,IPS,,0,0,0,1,,,2.0,2.0,1,16.0,DDR5,5200.0,0.0,512.0,42990000.0
Asus Vivobook Pro X Intel 12 (N7600ZE-L2010W),Asus,Intel Core i7-12700H Processor,Intel,14.0,20.0,Intel Iris Xe Graphics,1.0,0.0,0.0,2.0,96.0,16.0,3840.0,2400.0,OLED,,0,0,0,0,,,1.0,1.0,1,16.0,DDR5,,0.0,1024.0,42990000.0
ASUS TUF Gaming A15 (FA507RR-HN835W),Asus,AMD AMD Ryzen™ 7 6800H,AMD,8.0,16.0,NVIDIA® GeForce RTX™ 3070,0.0,0.0,1.0,2.2,56.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,62.5,144.0,2.0,1.0,0,8.0,,4800.0,0.0,512.0,42990000.0
LG Gram 17 2022 (No OS) (17ZD90Q-G.AX73A5),LG,Intel Core i7-1260P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.35,80.0,17.0,2560.0,1600.0,IPS,,0,0,0,1,,,2.0,2.0,1,16.0,DDR5,5200.0,0.0,256.0,42990000.0
LG Gram 17 2022 (17Z90Q-G.AH74A5),LG,Intel Core i7-1260P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.35,80.0,17.0,2560.0,1600.0,IPS,,0,0,0,1,,,2.0,2.0,1,16.0,DDR5,5200.0,0.0,512.0,42990000.0
Lenovo Legion 5 Pro (82JQ001VVN),Lenovo,AMD Ryzen 7 5800H,AMD,8.0,16.0,AMD Radeon Graphic,0.0,1.0,0.0,2.45,80.0,16.0,2560.0,1600.0,IPS,Matte,1,0,0,0,,165.0,2.0,4.0,0,16.0,DDR4,3200.0,0.0,512.0,43690000.0
Razer Blade 15 Base Edition (Quartz Pink),Razer,Intel Core i7 10750H,Intel,6.0,12.0,"Intel UHD 630, Nvidia GTX 1660 Ti",1.0,0.0,0.0,2.1,64.0,15.6,1920.0,1080.0,IPS,Matte,1,0,0,0,100.0,144.0,1.0,3.0,1,16.0,DDR4,2933.0,0.0,256.0,43990000.0
HP ZBook Studio G7,HP,Intel Core i9 10885H,Intel,8.0,16.0,Intel UHD 630,1.0,0.0,0.0,1.74,83.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,95.0,60.0,2.0,1.0,1,16.0,DDR4,2933.0,0.0,256.0,43990000.0
Laptop MSI GP66 Leopard (GP66 11UE-643VN),MSI,Intel Core i7-11800H,Intel,8.0,16.0,"Intel® Core™ UHD, GeForce RTX 3060",1.0,0.0,1.0,2.38,65.0,15.6,,,IPS,,0,0,0,0,,165.0,0.0,3.0,0,16.0,DDR4,3200.0,0.0,512.0,43990000.0
Dell Gaming G15 5511 (Intel Gen 11),Dell,Intel Core i7 11800H,Intel,8.0,16.0,Intel UHD Tiger Lake,1.0,0.0,0.0,2.81,86.0,15.6,1920.0,1080.0,WVA,Matte,1,0,0,0,,165.0,1.0,3.0,1,16.0,DDR4,3200.0,0.0,1024.0,43990000.0
Microsoft Surface Laptop Studio,Microsoft,Intel Core i5 11300H,Intel,4.0,8.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.743,58.0,14.4,2400.0,1600.0,,,1,0,0,0,100.0,120.0,2.0,0.0,0,16.0,,4266.0,0.0,512.0,44990000.0
Lenovo ThinkPad X1 Extreme Gen 4 (Intel),Lenovo,Intel Core i7 11850H,Intel,8.0,16.0,"Intel UHD, NVIDIA® GeForce RTX™ 3070",1.0,0.0,1.0,1.81,90.0,16.0,2560.0,1600.0,IPS,,0,0,0,1,100.0,,2.0,2.0,1,32.0,,3200.0,0.0,512.0,44990000.0
Asus ROG Strix G15 (G513) - Ryzen 6000 Series (G513RM-HQ055W),Asus,AMD Ryzen 7 6800H,AMD,8.0,16.0,"AMD Radeon™ Graphics, NVIDIA® GeForce RTX™ 3060",0.0,1.0,1.0,2.3,90.0,15.6,2560.0,1440.0,IPS,,0,0,0,1,100.0,165.0,2.0,2.0,1,16.0,DDR5,4800.0,0.0,512.0,44990000.0
MSI Prestige 15 A11 (210VN),MSI,Intel Core i7 1185G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.69,82.0,15.0,3840.0,2160.0,IPS,Matte,0,0,0,0,100.0,60.0,2.0,2.0,1,32.0,DDR4,3200.0,0.0,1000.0,44990000.0
HP OMEN 16 2022,HP,Intel Core i9-12900H,Intel,14.0,20.0,NVIDIA® GeForce RTX™ 3070 Ti,0.0,0.0,1.0,,,16.1,2560.0,1440.0,IPS,,0,0,0,0,100.0,65.0,4.0,3.0,1,32.0,DDR5,4800.0,0.0,2048.0,45000000.0
Dell XPS 17 9720 (Intel Gen 12th),Dell,Intel Core i7 12700H,Intel,14.0,20.0,NVIDIA® GeForce RTX™ 3050 4GB GDDR6,0.0,0.0,1.0,2.57,97.0,17.0,1920.0,1200.0,IPS,,0,0,0,1,100.0,60.0,4.0,0.0,1,32.0,,4800.0,0.0,1024.0,45390000.0
Lenovo ThinkPad X1 Nano Gen 2 (LTE),Lenovo,Intel Core i7-1260P,Intel,14.0,20.0,Intel Iris Xe Graphics,1.0,0.0,0.0,0.97,49.6,13.0,2160.0,1350.0,IPS,,0,0,0,0,100.0,60.0,2.0,0.0,1,16.0,DDR5,5200.0,0.0,512.0,46990000.0
MSI Summit E16 Flip (030VN),MSI,Intel Core i7 1195G7,Intel,4.0,8.0,"Intel Iris Xe, Nvidia RTX 3050",1.0,0.0,0.0,,82.0,16.0,2560.0,1080.0,IPS,,1,0,0,0,100.0,60.0,2.0,2.0,0,16.0,,4266.0,0.0,1024.0,46990000.0
ASUS Gaming ROG Strix G17 (Ryzen 6000 Series) (G713RM-LL016W),Asus,AMD Ryzen 7 6800H,AMD,8.0,16.0,"AMD Radeon™ Graphics, NVIDIA® GeForce RTX™ 3060",0.0,1.0,1.0,2.9,90.0,17.3,2560.0,1440.0,IPS,,0,0,0,1,,240.0,2.0,2.0,0,8.0,,4800.0,0.0,512.0,46990000.0
Dell Precision 15 7560,Dell,Intel Core i7 11850H,Intel,8.0,16.0,"Intel UHD Tiger Lake, Quadro T1200",1.0,0.0,0.0,2.49,95.0,15.6,1920.0,1080.0,IPS,Matte,0,0,0,0,,60.0,2.0,2.0,1,32.0,DDR4,3200.0,0.0,512.0,46990000.0
Dell XPS 9520,Dell,Intel Core i7-12700H,Intel,14.0,20.0,"Intel® UHD Graphics, NVIDIA RTX 3050TI",1.0,0.0,1.0,1.92,86.0,15.6,1920.0,1200.0,IPS,,0,0,0,1,100.0,60.0,3.0,0.0,1,16.0,,4800.0,0.0,512.0,47990000.0
Dell XPS 13 2 in 1 9315 (2022),Dell,Intel Core i7 1250U,Intel,10.0,12.0,Intel Iris Xe,1.0,0.0,0.0,0.736,49.5,13.0,2880.0,1920.0,IPS,,1,0,0,0,100.0,,2.0,0.0,1,16.0,LPDDR4x,,0.0,1024.0,47990000.0
Dell Alienware m15 Ryzen Edition R5,Dell,AMD Ryzen 7 5800H,AMD,8.0,16.0,"AMD Radeon Graphics, Nvidia Geforce RTX3060",0.0,1.0,0.0,2.69,86.0,15.6,1920.0,1080.0,WVA,Matte,0,0,0,0,,165.0,1.0,3.0,0,16.0,DDR4,3200.0,0.0,256.0,48990000.0
HP Omen 16 Intel 2021 (Chính hãng) (4Y0W7PA),HP,Intel Core i7-11800H,Intel,8.0,16.0,"Intel® Core™ UHD, GeForce RTX 3070",1.0,0.0,1.0,2.37,83.0,16.1,1920.0,1080.0,IPS,,0,0,0,0,,144.0,1.0,3.0,1,16.0,DDR4,3200.0,0.0,512.0,48990000.0
LG Gram 16 2022 (16Z90Q-G.AH78A5),LG,Intel Core i7-1260P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.199,80.0,16.0,2560.0,1600.0,IPS,,0,0,0,1,,,2.0,2.0,1,16.0,DDR5,5200.0,0.0,1024.0,48990000.0
Lenovo Legion 5 Pro (82JQ005YVN),Lenovo,AMD Ryzen 7 5800H,AMD,8.0,16.0,AMD Radeon Graphic,0.0,1.0,0.0,2.45,80.0,16.0,2560.0,1600.0,IPS,Matte,1,0,0,0,,165.0,2.0,4.0,0,16.0,DDR4,3200.0,0.0,1024.0,48990000.0
Dell Precision 7550,Dell,Intel Core i7 10850H,Intel,6.0,12.0,Intel UHD 630,1.0,0.0,0.0,2.49,68.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,95.0,60.0,2.0,2.0,1,16.0,DDR4,2933.0,0.0,512.0,49990000.0
Dell Latitude 9430 (Intel Gen 12th),Dell,Intel Core i7 1265U,Intel,10.0,12.0,Intel Iris XE Graphics,1.0,0.0,0.0,,60.0,14.0,1920.0,1080.0,IPS,,0,0,0,0,,,2.0,1.0,1,16.0,LPDDR5,5200.0,0.0,256.0,49990000.0
GIGABYTE AERO 15 OLED (KD-72S1623GO),GIGABYTE,Intel Core i7-11800H,Intel,8.0,16.0,"Intel® Core™ UHD, GeForce RTX 3060",1.0,0.0,1.0,2.2,99.0,15.6,,,OLED,,0,0,0,0,100.0,60.0,1.0,4.0,0,16.0,DDR4,3200.0,0.0,512.0,49990000.0
ASUS ROG Flow Z13 (GZ301ZC-LD110W),Asus,Intel® Core i7-12700H,Intel,14.0,20.0,"Iris XE, NVIDIA® GeForce RTX™ 3050",0.0,0.0,1.0,1.18,56.0,13.4,1920.0,1200.0,IPS,,1,0,0,0,100.0,120.0,2.0,1.0,1,16.0,,5200.0,0.0,512.0,49990000.0
HP OMEN 15 2021 AMD,HP,AMD Ryzen 9 5900HX,AMD,8.0,16.0,AMD Radeon Graphics,0.0,1.0,0.0,2.1,71.0,15.6,1920.0,1080.0,IPS,Matte,1,0,0,0,,144.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,49990000.0
New Razer Blade 15 Base Edition (RZ09-0369AE22-R3U1),Razer,Intel Core i7 10750H,Intel,6.0,12.0,Intel UHD 630,1.0,0.0,0.0,2.1,65.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,100.0,144.0,2.0,3.0,1,16.0,DDR4,2933.0,0.0,512.0,49990000.0
LG Gram 17 2022 (17Z90Q-G.AH78A5),LG,Intel Core i7-1260P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.35,80.0,17.0,2560.0,1600.0,IPS,,0,0,0,1,,,2.0,2.0,1,16.0,DDR5,5200.0,0.0,1024.0,50990000.0
Lenovo Legion 7 16ACHg6 (82N60038VN),Lenovo,AMD Ryzen 7 5800H,AMD,8.0,16.0,AMD Radeon Graphics,0.0,1.0,0.0,2.5,80.0,16.0,2560.0,1600.0,IPS,Matte,1,0,0,0,,165.0,3.0,3.0,0,16.0,DDR4,3200.0,0.0,1024.0,51990000.0
Lenovo Yoga 9 (Chính hãng) (82LU006DVN),Lenovo,Intel Core i7-1280P,Intel,14.0,20.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.4,75.0,14.0,3840.0,2400.0,OLED,Glossy,0,0,0,0,,,3.0,1.0,1,16.0,LPDDR5,5200.0,0.0,1024.0,51990000.0
